date,region,product,customer_segment,revenue,units
2025-03-24,North America,Dashboard Builder,Mid-Market,1427.12,1
2025-03-24,LATAM,Data Connector,SMB,306.02,6
2025-03-24,APAC,Data Connector,Enterprise,5117.64,3
2025-03-25,North America,Dashboard Builder,SMB,369.71,2
2025-03-25,North America,Insight Pro,Mid-Market,1162.54,5
2025-03-25,LATAM,Dashboard Builder,Enterprise,4334.05,1
2025-03-25,LATAM,Dashboard Builder,SMB,363.39,1
2025-03-25,Europe,Insight Pro,Mid-Market,1517.83,2
2025-03-25,APAC,Analytics Suite,Mid-Market,921.91,6
2025-03-25,North America,Dashboard Builder,Enterprise,5515.12,1
2025-03-26,APAC,Data Connector,Mid-Market,1050.22,2
2025-03-26,North America,Analytics Suite,Enterprise,3826.28,1
2025-03-26,North America,Data Connector,Mid-Market,1585.53,4
2025-03-26,LATAM,Insight Pro,SMB,294.82,3
2025-03-26,Europe,Insight Pro,Enterprise,4345.47,1
2025-03-26,North America,Analytics Suite,Mid-Market,1057.96,6
2025-03-26,North America,Analytics Suite,SMB,311.06,1
2025-03-27,North America,Data Connector,Mid-Market,1260.47,5
2025-03-27,North America,Insight Pro,Enterprise,3541.98,1
2025-03-27,LATAM,Dashboard Builder,SMB,421.9,3
2025-03-27,LATAM,Data Connector,Mid-Market,1139.58,5
2025-03-27,APAC,Analytics Suite,Mid-Market,1541.73,2
2025-03-28,North America,Data Connector,Enterprise,4661.19,1
2025-03-28,APAC,Dashboard Builder,SMB,379.96,2
2025-03-28,North America,Insight Pro,Mid-Market,1178.89,5
2025-03-28,North America,Analytics Suite,Mid-Market,1371.49,1
2025-03-28,LATAM,Insight Pro,Mid-Market,1131.71,5
2025-03-28,Europe,Insight Pro,Enterprise,5440.56,1
2025-03-28,APAC,Insight Pro,Mid-Market,1243.25,5
2025-03-29,North America,Analytics Suite,Enterprise,2604.28,3
2025-03-29,APAC,Insight Pro,Mid-Market,1404.54,1
2025-03-29,North America,Dashboard Builder,Mid-Market,1224.54,2
2025-03-29,North America,Data Connector,SMB,307.42,2
2025-03-29,North America,Dashboard Builder,Mid-Market,1063.95,3
2025-03-30,Europe,Insight Pro,Enterprise,4898.38,1
2025-03-30,North America,Analytics Suite,SMB,426.3,5
2025-03-30,North America,Dashboard Builder,Mid-Market,1263.88,5
2025-03-30,Europe,Data Connector,Enterprise,3566.89,1
2025-03-30,Europe,Data Connector,Mid-Market,1324.69,3
2025-03-30,Europe,Analytics Suite,Mid-Market,1333.68,2
2025-03-31,APAC,Dashboard Builder,Mid-Market,1757.2,2
2025-03-31,Europe,Data Connector,Mid-Market,1598.01,2
2025-03-31,Europe,Analytics Suite,SMB,338.34,3
2025-03-31,North America,Data Connector,Enterprise,4891.0,1
2025-03-31,Europe,Insight Pro,SMB,401.82,1
2025-03-31,Europe,Dashboard Builder,Enterprise,4097.59,2
2025-03-31,Europe,Dashboard Builder,SMB,380.93,3
2025-03-31,North America,Insight Pro,Mid-Market,1145.22,6
2025-04-01,LATAM,Data Connector,Enterprise,5964.4,1
2025-04-01,North America,Data Connector,Enterprise,4686.81,1
2025-04-01,North America,Analytics Suite,Enterprise,6377.33,4
2025-04-01,APAC,Insight Pro,Mid-Market,962.77,3
2025-04-01,North America,Dashboard Builder,SMB,366.22,6
2025-04-01,APAC,Analytics Suite,SMB,450.01,1
2025-04-01,North America,Insight Pro,Enterprise,4392.65,1
2025-04-01,North America,Dashboard Builder,Mid-Market,1600.25,1
2025-04-01,North America,Insight Pro,SMB,224.24,4
2025-04-01,Europe,Data Connector,Mid-Market,1403.18,3
2025-04-02,North America,Insight Pro,Mid-Market,648.77,3
2025-04-02,North America,Analytics Suite,SMB,338.29,6
2025-04-02,Europe,Data Connector,SMB,312.33,4
2025-04-02,LATAM,Analytics Suite,Enterprise,4643.92,1
2025-04-02,LATAM,Analytics Suite,Enterprise,3140.94,1
2025-04-03,Europe,Dashboard Builder,SMB,266.96,5
2025-04-03,North America,Data Connector,Mid-Market,1314.2,1
2025-04-03,APAC,Data Connector,SMB,294.01,3
2025-04-03,APAC,Analytics Suite,Enterprise,5000.2,1
2025-04-03,North America,Analytics Suite,Mid-Market,1352.23,6
2025-04-03,North America,Data Connector,SMB,313.65,1
2025-04-03,LATAM,Insight Pro,Mid-Market,1688.92,2
2025-04-04,LATAM,Insight Pro,Mid-Market,1899.8,5
2025-04-04,North America,Insight Pro,Mid-Market,1090.69,5
2025-04-04,North America,Insight Pro,Mid-Market,1432.17,2
2025-04-04,Europe,Dashboard Builder,SMB,307.74,4
2025-04-04,Europe,Dashboard Builder,Enterprise,4280.88,2
2025-04-04,North America,Analytics Suite,SMB,352.3,3
2025-04-04,Europe,Analytics Suite,Mid-Market,1653.55,6
2025-04-04,Europe,Dashboard Builder,Enterprise,4213.21,1
2025-04-04,Europe,Dashboard Builder,Mid-Market,1580.0,1
2025-04-05,North America,Insight Pro,SMB,381.13,2
2025-04-05,APAC,Data Connector,SMB,438.42,5
2025-04-05,LATAM,Insight Pro,Mid-Market,1332.75,4
2025-04-05,APAC,Analytics Suite,Enterprise,5701.1,1
2025-04-05,LATAM,Analytics Suite,SMB,486.16,6
2025-04-05,APAC,Data Connector,Enterprise,2981.74,1
2025-04-05,North America,Dashboard Builder,Enterprise,4311.47,1
2025-04-05,Europe,Dashboard Builder,SMB,422.09,2
2025-04-05,North America,Analytics Suite,Mid-Market,1146.62,2
2025-04-05,Europe,Dashboard Builder,SMB,295.36,1
2025-04-06,North America,Dashboard Builder,Mid-Market,1151.88,2
2025-04-06,North America,Data Connector,Mid-Market,1709.18,1
2025-04-06,Europe,Analytics Suite,Enterprise,3155.03,2
2025-04-06,APAC,Analytics Suite,Mid-Market,1132.47,10
2025-04-06,North America,Data Connector,SMB,440.03,3
2025-04-06,APAC,Analytics Suite,Mid-Market,1293.09,8
2025-04-06,LATAM,Insight Pro,Mid-Market,1643.88,3
2025-04-07,LATAM,Dashboard Builder,Enterprise,4345.95,1
2025-04-07,LATAM,Dashboard Builder,Enterprise,4656.2,1
2025-04-07,North America,Dashboard Builder,Mid-Market,1170.31,2
2025-04-07,LATAM,Analytics Suite,Mid-Market,1144.1,1
2025-04-07,LATAM,Insight Pro,Enterprise,5311.37,1
2025-04-07,Europe,Dashboard Builder,SMB,299.02,2
2025-04-07,North America,Dashboard Builder,SMB,389.24,3
2025-04-08,Europe,Data Connector,Mid-Market,1172.92,3
2025-04-08,North America,Data Connector,Mid-Market,1192.15,1
2025-04-08,LATAM,Dashboard Builder,Mid-Market,899.16,4
2025-04-08,North America,Data Connector,SMB,315.64,1
2025-04-08,APAC,Analytics Suite,SMB,311.51,3
2025-04-08,APAC,Insight Pro,Enterprise,6417.12,2
2025-04-08,APAC,Dashboard Builder,Mid-Market,1565.1,1
2025-04-08,North America,Insight Pro,Enterprise,4423.04,1
2025-04-08,North America,Analytics Suite,Enterprise,3436.01,1
2025-04-09,APAC,Analytics Suite,Enterprise,5196.93,1
2025-04-09,APAC,Insight Pro,SMB,315.28,4
2025-04-09,North America,Dashboard Builder,SMB,359.44,1
2025-04-09,APAC,Analytics Suite,Enterprise,5912.24,1
2025-04-09,APAC,Data Connector,SMB,426.3,4
2025-04-09,North America,Insight Pro,Enterprise,3730.4,2
2025-04-09,Europe,Insight Pro,Enterprise,4369.55,1
2025-04-09,North America,Insight Pro,Enterprise,3946.08,1
2025-04-09,North America,Dashboard Builder,SMB,282.11,3
2025-04-10,LATAM,Analytics Suite,SMB,411.04,1
2025-04-10,Europe,Insight Pro,Enterprise,5676.82,1
2025-04-10,APAC,Analytics Suite,Enterprise,5605.43,1
2025-04-10,North America,Data Connector,Enterprise,6916.18,1
2025-04-10,Europe,Analytics Suite,Enterprise,4012.35,1
2025-04-10,APAC,Data Connector,Mid-Market,1076.97,1
2025-04-10,North America,Analytics Suite,SMB,452.01,3
2025-04-11,Europe,Analytics Suite,Mid-Market,1713.17,8
2025-04-11,APAC,Data Connector,Mid-Market,1578.54,1
2025-04-12,LATAM,Data Connector,Enterprise,4176.49,1
2025-04-12,North America,Analytics Suite,Enterprise,2698.45,1
2025-04-12,Europe,Insight Pro,Mid-Market,1537.02,6
2025-04-12,APAC,Data Connector,Enterprise,5508.17,1
2025-04-12,North America,Insight Pro,Mid-Market,966.66,2
2025-04-12,North America,Data Connector,Enterprise,3289.44,1
2025-04-12,North America,Insight Pro,Mid-Market,1337.62,4
2025-04-13,Europe,Dashboard Builder,SMB,321.66,1
2025-04-13,North America,Insight Pro,Mid-Market,1113.02,5
2025-04-13,North America,Data Connector,Mid-Market,1249.67,7
2025-04-14,North America,Dashboard Builder,Mid-Market,1294.94,1
2025-04-14,Europe,Insight Pro,SMB,308.92,2
2025-04-14,LATAM,Dashboard Builder,Mid-Market,1265.13,4
2025-04-14,LATAM,Analytics Suite,SMB,105.81,2
2025-04-14,Europe,Analytics Suite,SMB,320.12,7
2025-04-15,LATAM,Data Connector,SMB,348.26,2
2025-04-15,APAC,Dashboard Builder,SMB,416.38,5
2025-04-15,North America,Analytics Suite,SMB,400.52,4
2025-04-16,North America,Dashboard Builder,Enterprise,2789.88,1
2025-04-16,LATAM,Data Connector,SMB,431.93,4
2025-04-16,APAC,Analytics Suite,Mid-Market,637.1,4
2025-04-16,LATAM,Insight Pro,Mid-Market,1236.65,6
2025-04-16,APAC,Data Connector,Mid-Market,1361.12,6
2025-04-16,APAC,Insight Pro,SMB,296.32,1
2025-04-16,North America,Analytics Suite,Enterprise,3258.84,1
2025-04-17,Europe,Analytics Suite,SMB,382.27,6
2025-04-17,Europe,Insight Pro,Enterprise,5735.97,1
2025-04-17,North America,Data Connector,SMB,421.98,3
2025-04-18,Europe,Insight Pro,Mid-Market,1252.89,1
2025-04-18,LATAM,Analytics Suite,Mid-Market,1854.55,5
2025-04-18,North America,Dashboard Builder,Mid-Market,1562.65,8
2025-04-18,Europe,Dashboard Builder,SMB,307.12,2
2025-04-18,North America,Data Connector,SMB,447.38,4
2025-04-18,LATAM,Insight Pro,Mid-Market,1190.34,7
2025-04-18,North America,Dashboard Builder,Mid-Market,1037.79,2
2025-04-18,APAC,Dashboard Builder,Mid-Market,1557.3,2
2025-04-18,Europe,Dashboard Builder,Mid-Market,1281.6,5
2025-04-19,North America,Analytics Suite,Enterprise,4335.61,1
2025-04-19,Europe,Data Connector,SMB,182.09,1
2025-04-19,APAC,Data Connector,Enterprise,4319.66,1
2025-04-19,North America,Dashboard Builder,Mid-Market,1000.89,3
2025-04-19,Europe,Dashboard Builder,SMB,343.74,4
2025-04-19,Europe,Dashboard Builder,SMB,255.56,4
2025-04-19,LATAM,Analytics Suite,SMB,393.99,1
2025-04-19,APAC,Insight Pro,SMB,358.15,2
2025-04-19,Europe,Data Connector,SMB,324.78,3
2025-04-20,North America,Data Connector,Enterprise,3496.8,1
2025-04-20,APAC,Analytics Suite,Mid-Market,1415.69,3
2025-04-20,North America,Insight Pro,Enterprise,5053.97,2
2025-04-20,LATAM,Insight Pro,Mid-Market,1266.96,1
2025-04-20,APAC,Dashboard Builder,Mid-Market,1482.0,6
2025-04-20,Europe,Data Connector,Mid-Market,1067.13,3
2025-04-21,Europe,Insight Pro,Mid-Market,2096.43,4
2025-04-21,North America,Analytics Suite,SMB,219.1,2
2025-04-21,Europe,Dashboard Builder,Enterprise,6592.23,2
2025-04-21,North America,Dashboard Builder,Mid-Market,1221.56,5
2025-04-21,North America,Insight Pro,Mid-Market,889.59,1
2025-04-21,Europe,Data Connector,Enterprise,5651.01,1
2025-04-21,APAC,Insight Pro,SMB,324.99,8
2025-04-21,North America,Dashboard Builder,Enterprise,3943.86,1
2025-04-21,LATAM,Insight Pro,SMB,215.1,6
2025-04-22,North America,Dashboard Builder,Mid-Market,1073.83,4
2025-04-22,APAC,Data Connector,Mid-Market,1190.61,6
2025-04-22,APAC,Data Connector,Mid-Market,867.07,2
2025-04-22,APAC,Analytics Suite,SMB,288.56,6
2025-04-22,Europe,Data Connector,Mid-Market,1230.2,4
2025-04-22,Europe,Insight Pro,Enterprise,4050.44,1
2025-04-22,North America,Data Connector,SMB,324.53,1
2025-04-22,Europe,Insight Pro,Enterprise,3619.39,1
2025-04-22,North America,Dashboard Builder,Mid-Market,1264.73,4
2025-04-23,North America,Analytics Suite,Mid-Market,1037.88,3
2025-04-23,Europe,Analytics Suite,SMB,510.7,2
2025-04-23,LATAM,Dashboard Builder,Mid-Market,1545.11,2
2025-04-23,North America,Analytics Suite,Enterprise,3738.03,1
2025-04-23,Europe,Data Connector,SMB,377.08,1
2025-04-24,APAC,Data Connector,Enterprise,2677.9,2
2025-04-24,APAC,Insight Pro,Mid-Market,1126.66,3
2025-04-24,North America,Analytics Suite,SMB,278.47,3
2025-04-25,LATAM,Insight Pro,Mid-Market,1217.99,2
2025-04-25,APAC,Data Connector,SMB,469.3,9
2025-04-25,North America,Dashboard Builder,SMB,277.09,1
2025-04-25,LATAM,Insight Pro,Mid-Market,1149.62,2
2025-04-26,North America,Insight Pro,SMB,459.41,4
2025-04-26,North America,Dashboard Builder,Mid-Market,1280.64,5
2025-04-26,APAC,Data Connector,Enterprise,5092.04,1
2025-04-26,Europe,Analytics Suite,SMB,487.88,3
2025-04-26,LATAM,Insight Pro,Enterprise,3978.71,1
2025-04-26,North America,Analytics Suite,Mid-Market,1186.01,3
2025-04-26,Europe,Dashboard Builder,SMB,233.69,4
2025-04-26,Europe,Data Connector,Mid-Market,1259.65,2
2025-04-27,Europe,Data Connector,Mid-Market,1494.24,3
2025-04-27,LATAM,Data Connector,SMB,212.82,1
2025-04-27,LATAM,Data Connector,SMB,419.7,1
2025-04-27,LATAM,Insight Pro,Enterprise,3778.88,2
2025-04-27,North America,Data Connector,Enterprise,4657.7,1
2025-04-27,Europe,Dashboard Builder,Enterprise,3449.13,1
2025-04-28,LATAM,Insight Pro,Mid-Market,1200.4,2
2025-04-28,APAC,Analytics Suite,Mid-Market,1832.0,1
2025-04-28,Europe,Analytics Suite,SMB,477.44,2
2025-04-28,North America,Analytics Suite,SMB,391.41,5
2025-04-28,North America,Dashboard Builder,Enterprise,4355.47,1
2025-04-28,North America,Dashboard Builder,SMB,513.92,2
2025-04-29,Europe,Dashboard Builder,SMB,355.51,1
2025-04-29,APAC,Insight Pro,SMB,409.21,4
2025-04-29,APAC,Data Connector,Mid-Market,1498.57,3
2025-04-29,North America,Insight Pro,Mid-Market,1722.35,2
2025-04-29,Europe,Analytics Suite,SMB,352.18,3
2025-04-29,Europe,Insight Pro,Enterprise,4083.06,1
2025-04-29,APAC,Dashboard Builder,Mid-Market,1746.22,1
2025-04-29,North America,Insight Pro,Enterprise,4814.43,3
2025-04-30,APAC,Analytics Suite,SMB,347.49,2
2025-05-01,Europe,Dashboard Builder,Enterprise,4347.91,2
2025-05-01,LATAM,Data Connector,Mid-Market,1589.71,4
2025-05-01,North America,Analytics Suite,Enterprise,4095.87,1
2025-05-01,APAC,Data Connector,SMB,353.19,3
2025-05-01,APAC,Insight Pro,Mid-Market,1683.19,4
2025-05-02,North America,Insight Pro,Enterprise,2668.3,1
2025-05-02,North America,Analytics Suite,SMB,417.97,4
2025-05-02,Europe,Insight Pro,Mid-Market,1417.6,3
2025-05-02,Europe,Insight Pro,SMB,368.57,2
2025-05-02,Europe,Analytics Suite,Enterprise,4090.02,3
2025-05-03,North America,Dashboard Builder,Mid-Market,990.55,5
2025-05-03,APAC,Data Connector,Enterprise,3873.14,1
2025-05-03,North America,Dashboard Builder,Mid-Market,1037.6,1
2025-05-03,North America,Data Connector,Enterprise,5239.37,3
2025-05-03,Europe,Insight Pro,Mid-Market,921.79,5
2025-05-03,Europe,Insight Pro,Enterprise,2568.54,1
2025-05-04,LATAM,Insight Pro,Enterprise,5407.31,1
2025-05-04,North America,Dashboard Builder,SMB,280.35,1
2025-05-04,Europe,Insight Pro,Enterprise,5271.18,1
2025-05-04,North America,Dashboard Builder,Enterprise,5446.1,1
2025-05-04,North America,Analytics Suite,SMB,191.0,2
2025-05-05,North America,Analytics Suite,SMB,400.17,2
2025-05-05,LATAM,Dashboard Builder,Enterprise,4133.75,1
2025-05-06,LATAM,Dashboard Builder,Enterprise,5137.31,1
2025-05-06,APAC,Insight Pro,Mid-Market,2142.61,12
2025-05-06,North America,Analytics Suite,Enterprise,5737.99,1
2025-05-06,North America,Data Connector,Mid-Market,1634.67,5
2025-05-06,Europe,Dashboard Builder,Mid-Market,875.54,3
2025-05-06,Europe,Dashboard Builder,SMB,208.84,5
2025-05-06,North America,Analytics Suite,SMB,225.42,10
2025-05-07,North America,Analytics Suite,SMB,349.5,3
2025-05-07,Europe,Insight Pro,Enterprise,3273.65,1
2025-05-07,North America,Analytics Suite,SMB,330.37,3
2025-05-07,North America,Insight Pro,Enterprise,4154.28,1
2025-05-07,North America,Analytics Suite,Enterprise,5675.64,1
2025-05-07,LATAM,Data Connector,Mid-Market,926.16,1
2025-05-07,North America,Insight Pro,Mid-Market,971.4,1
2025-05-07,North America,Data Connector,SMB,243.51,3
2025-05-07,Europe,Analytics Suite,Enterprise,3634.2,2
2025-05-07,North America,Insight Pro,Mid-Market,1467.23,2
2025-05-08,APAC,Data Connector,Enterprise,3985.8,2
2025-05-08,APAC,Dashboard Builder,Mid-Market,1464.87,5
2025-05-08,North America,Dashboard Builder,Mid-Market,1779.64,2
2025-05-09,North America,Data Connector,SMB,231.67,2
2025-05-09,APAC,Data Connector,Enterprise,2319.8,1
2025-05-09,North America,Insight Pro,Mid-Market,1487.77,3
2025-05-09,Europe,Data Connector,Mid-Market,1504.35,1
2025-05-09,Europe,Insight Pro,Mid-Market,1714.35,2
2025-05-09,Europe,Insight Pro,SMB,215.28,8
2025-05-10,LATAM,Dashboard Builder,SMB,238.47,2
2025-05-10,APAC,Analytics Suite,Enterprise,4702.1,1
2025-05-10,LATAM,Analytics Suite,SMB,371.15,5
2025-05-10,APAC,Data Connector,Mid-Market,937.71,4
2025-05-11,North America,Insight Pro,SMB,343.36,1
2025-05-11,Europe,Analytics Suite,SMB,431.51,3
2025-05-11,Europe,Analytics Suite,SMB,280.21,7
2025-05-12,North America,Analytics Suite,SMB,377.83,2
2025-05-12,North America,Data Connector,SMB,400.47,2
2025-05-12,Europe,Analytics Suite,Mid-Market,1154.85,4
2025-05-12,Europe,Data Connector,Enterprise,3843.99,3
2025-05-12,North America,Data Connector,Enterprise,4092.41,2
2025-05-12,APAC,Insight Pro,SMB,248.29,6
2025-05-12,North America,Data Connector,Enterprise,5348.88,1
2025-05-13,Europe,Data Connector,SMB,401.73,2
2025-05-13,North America,Dashboard Builder,Mid-Market,1097.63,1
2025-05-13,Europe,Data Connector,Mid-Market,1310.68,3
2025-05-13,North America,Analytics Suite,Mid-Market,1186.3,2
2025-05-13,North America,Data Connector,Enterprise,6520.7,2
2025-05-13,Europe,Analytics Suite,SMB,397.06,5
2025-05-14,North America,Dashboard Builder,Mid-Market,1898.4,3
2025-05-14,Europe,Data Connector,Enterprise,5308.68,1
2025-05-14,Europe,Dashboard Builder,Enterprise,4239.03,1
2025-05-14,LATAM,Insight Pro,Mid-Market,929.42,1
2025-05-14,APAC,Insight Pro,Enterprise,5271.58,1
2025-05-14,North America,Dashboard Builder,SMB,311.59,4
2025-05-14,Europe,Dashboard Builder,Enterprise,2209.94,1
2025-05-14,Europe,Insight Pro,Mid-Market,1448.4,3
2025-05-14,APAC,Dashboard Builder,SMB,493.96,1
2025-05-15,APAC,Insight Pro,Enterprise,5257.27,2
2025-05-15,Europe,Data Connector,Enterprise,2931.85,2
2025-05-16,North America,Insight Pro,Enterprise,5144.95,1
2025-05-16,North America,Dashboard Builder,SMB,327.59,1
2025-05-16,APAC,Analytics Suite,Mid-Market,1671.22,4
2025-05-16,APAC,Insight Pro,Mid-Market,1636.02,4
2025-05-16,Europe,Insight Pro,Mid-Market,1284.91,3
2025-05-17,Europe,Insight Pro,Mid-Market,1458.44,5
2025-05-17,North America,Data Connector,Mid-Market,1427.61,6
2025-05-17,APAC,Data Connector,Enterprise,5196.43,4
2025-05-17,North America,Dashboard Builder,Mid-Market,1411.89,5
2025-05-17,North America,Insight Pro,SMB,267.44,3
2025-05-18,Europe,Data Connector,SMB,372.86,1
2025-05-18,Europe,Dashboard Builder,SMB,264.02,2
2025-05-18,North America,Insight Pro,Mid-Market,1411.32,4
2025-05-18,North America,Dashboard Builder,SMB,369.32,1
2025-05-19,APAC,Data Connector,Mid-Market,1564.5,5
2025-05-19,North America,Analytics Suite,Mid-Market,996.83,1
2025-05-19,Europe,Data Connector,Enterprise,4653.6,1
2025-05-19,Europe,Analytics Suite,SMB,197.26,3
2025-05-20,LATAM,Data Connector,SMB,330.5,1
2025-05-20,North America,Insight Pro,Mid-Market,1459.23,1
2025-05-21,North America,Analytics Suite,SMB,292.43,2
2025-05-21,Europe,Data Connector,Mid-Market,1690.23,2
2025-05-21,Europe,Data Connector,Mid-Market,1583.95,2
2025-05-21,North America,Insight Pro,Mid-Market,1585.67,2
2025-05-21,North America,Dashboard Builder,Enterprise,3039.97,1
2025-05-22,North America,Insight Pro,Mid-Market,1517.38,6
2025-05-22,APAC,Dashboard Builder,SMB,326.56,2
2025-05-22,North America,Data Connector,Mid-Market,1295.63,1
2025-05-22,APAC,Dashboard Builder,Mid-Market,1086.36,2
2025-05-22,North America,Data Connector,Mid-Market,1219.3,3
2025-05-23,Europe,Insight Pro,Mid-Market,1141.83,3
2025-05-23,Europe,Data Connector,SMB,280.64,1
2025-05-23,LATAM,Analytics Suite,Mid-Market,1244.67,1
2025-05-23,Europe,Analytics Suite,Mid-Market,1452.09,6
2025-05-23,APAC,Data Connector,Mid-Market,1320.02,4
2025-05-23,APAC,Insight Pro,SMB,268.49,1
2025-05-25,North America,Data Connector,Mid-Market,1402.58,3
2025-05-25,North America,Analytics Suite,SMB,404.76,4
2025-05-25,Europe,Analytics Suite,Mid-Market,1682.9,1
2025-05-25,North America,Data Connector,Enterprise,5668.43,1
2025-05-26,APAC,Analytics Suite,Enterprise,5225.0,1
2025-05-26,APAC,Data Connector,SMB,245.94,7
2025-05-26,North America,Analytics Suite,Mid-Market,1842.11,4
2025-05-26,North America,Dashboard Builder,SMB,180.82,3
2025-05-26,North America,Insight Pro,SMB,259.66,3
2025-05-26,North America,Data Connector,SMB,302.0,5
2025-05-26,APAC,Insight Pro,Mid-Market,1074.01,3
2025-05-26,Europe,Analytics Suite,SMB,291.08,3
2025-05-27,North America,Dashboard Builder,SMB,313.64,4
2025-05-27,North America,Insight Pro,SMB,343.92,2
2025-05-27,Europe,Data Connector,Mid-Market,1229.45,4
2025-05-27,North America,Data Connector,SMB,241.77,6
2025-05-27,Europe,Insight Pro,Mid-Market,1273.7,4
2025-05-27,North America,Insight Pro,SMB,277.08,4
2025-05-27,Europe,Analytics Suite,Enterprise,4655.79,3
2025-05-27,North America,Insight Pro,SMB,418.22,2
2025-05-28,LATAM,Analytics Suite,Mid-Market,1357.82,2
2025-05-28,Europe,Dashboard Builder,SMB,346.0,3
2025-05-28,LATAM,Insight Pro,Enterprise,5879.14,1
